Product_Name,Customer_Name,date_time,Price_Product,Customer_email,Name_cashier,mobile_number,Transportation_fare,amount_discount,Amount_received
"Soup - Cream Of Broccoli, Dry",Ewen,8/30/2023,$0.59 ,agrimstonot@fda.gov,Alexander,365-736-1848,$7.34 ,$3.10 ,$4.08 
Cloves - Ground,Benedetta,10/28/2023,$2.24 ,bmewhirterou@telegraph.co.uk,Briano,461-710-7267,$8.78 ,$0.24 ,$6.11 
Basil - Pesto Sauce,Aila,3/4/2023,$2.94 ,bmcsherryov@1und1.de,Barnabas,609-150-2901,$5.21 ,$3.09 ,$2.12 
Sprouts - China Rose,Hermine,1/12/2023,$4.42 ,bwindmillow@php.net,Barry,287-146-2420,$7.87 ,$9.45 ,$8.45 
Appetiser - Bought,Ly,4/8/2023,$3.65 ,ccultchethox@about.com,Cyrill,305-421-8809,$7.04 ,$9.95 ,$2.87 
Bread - Kimel Stick Poly,Juli,5/24/2023,$2.29 ,jkilbanoy@cnet.com,Jacquenette,107-497-0235,$8.02 ,$1.78 ,$5.68 
Sachet,Truman,7/29/2023,$8.09 ,daschoz@plala.or.jp,Debee,922-923-3953,$9.98 ,$4.97 ,$6.77 
Shopper Bag - S - 4,Dalila,11/30/2023,$2.83 ,ibloysp0@amazon.co.jp,Inessa,643-456-0414,$5.11 ,$7.27 ,$0.49 
Yokaline,Benedikt,10/9/2023,$1.70 ,sdebrickp1@mail.ru,Shay,947-948-3897,$7.01 ,$3.95 ,$4.11 
Chocolate - Unsweetened,Josephine,7/19/2023,$7.25 ,gdevenniep2@cmu.edu,Ginger,741-709-7061,$5.82 ,$7.85 ,$8.91 
Grenadillo,Gayle,11/4/2023,$9.51 ,rlogsdalep3@elegantthemes.com,Rebeca,524-541-2819,$9.99 ,$1.98 ,$7.32 
Wine - Sauvignon Blanc Oyster,April,8/22/2023,$7.79 ,ctiliop4@lulu.com,Chane,847-620-2812,$5.64 ,$7.57 ,$2.64 
Ecolab - Hobart Upr Prewash Arm,Gabbey,8/25/2023,$5.63 ,rleclairep5@techcrunch.com,Roldan,775-925-9527,$2.27 ,$0.48 ,$8.03 
Milk 2% 500 Ml,Millard,6/2/2023,$6.95 ,mrobakp6@4shared.com,Mandi,879-723-6272,$9.83 ,$0.16 ,$2.85 
Beef Wellington,Alvina,4/19/2023,$3.93 ,pellesworthep7@booking.com,Peria,586-727-6997,$5.00 ,$4.32 ,$4.70 
Wine - Malbec Trapiche Reserve,Rustie,9/25/2023,$0.11 ,aoslarp8@wix.com,Alasdair,919-367-8264,$4.66 ,$0.14 ,$5.53 
Ginger - Fresh,Elijah,2/17/2023,$6.65 ,lgreenstedp9@bizjournals.com,Lonna,881-887-1151,$5.72 ,$4.26 ,$2.14 
Cod - Fillets,Abie,4/15/2023,$0.71 ,eghirigoripa@yellowpages.com,Elia,270-216-0205,$8.15 ,$3.12 ,$2.99 
Wine - Port Late Bottled Vintage,Anabel,10/5/2023,$5.30 ,bburchmorepb@wordpress.org,Berti,806-325-7900,$3.45 ,$6.67 ,$1.56 
Kahlua,Symon,6/21/2023,$7.22 ,splosepc@geocities.com,Sada,945-197-7117,$2.80 ,$7.88 ,$9.72 
Eggwhite Frozen,Irwinn,1/3/2023,$0.50 ,hliversagepd@amazon.co.jp,Hazlett,329-230-7951,$6.42 ,$7.53 ,$6.65 
"Rosemary - Primerba, Paste",Grantley,3/7/2023,$6.07 ,erisbype@photobucket.com,Emelina,858-284-5719,$9.97 ,$0.65 ,$1.29 
Extract - Lemon,Stanfield,7/2/2023,$1.29 ,abrydsonpf@indiegogo.com,Alta,443-282-7820,$2.47 ,$7.17 ,$8.02 
Lidsoupcont Rp12dn,Andriana,6/16/2023,$0.27 ,aradkipg@php.net,Allin,543-457-6024,$0.35 ,$7.72 ,$0.88 
Sour Puss - Tangerine,Daffi,12/14/2023,$0.98 ,ecarmoph@instagram.com,Elwood,192-229-2493,$2.66 ,$0.71 ,$6.77 
Mousse - Mango,Theresita,7/14/2023,$2.25 ,shagertypi@bandcamp.com,Shirleen,986-543-5531,$9.14 ,$8.70 ,$8.08 
"Jam - Marmalade, Orange",Nap,6/19/2023,$5.57 ,norwinpj@wired.com,Nev,677-923-8597,$1.36 ,$3.43 ,$0.30 
Campari,Erin,11/23/2023,$0.45 ,caugustinpk@samsung.com,Carmine,292-413-4857,$2.82 ,$1.76 ,$2.51 
Everfresh Products,Rasla,8/28/2023,$10.00 ,losbournepl@privacy.gov.au,Lusa,839-669-5764,$8.68 ,$6.37 ,$1.41 
Basil - Fresh,Quillan,7/21/2023,$7.51 ,ewhitakerpm@umich.edu,Emanuele,311-785-3710,$7.44 ,$9.97 ,$9.98 
Curry Powder,Kimbell,12/5/2023,$9.47 ,jarmalpn@jimdo.com,Jamison,567-742-1772,$5.32 ,$2.00 ,$4.52 
"Wine - Red, Wolf Blass, Yellow",Dennet,5/23/2023,$3.83 ,lmoggpo@w3.org,Lucia,101-513-8807,$9.52 ,$1.88 ,$6.86 
Beef - Top Sirloin,Aldo,6/28/2023,$0.04 ,rerringtonpp@nih.gov,Rogerio,687-415-6116,$8.20 ,$2.86 ,$8.79 
Food Colouring - Red,Bibby,4/18/2023,$7.02 ,kgrogonapq@dmoz.org,Kippy,788-125-4418,$0.16 ,$3.67 ,$5.48 
Bowl 12 Oz - Showcase 92012,Ferdinanda,8/16/2023,$3.72 ,rmachostepr@mysql.com,Rustie,578-667-4517,$0.39 ,$4.56 ,$5.39 
Soup Campbells Mexicali Tortilla,Brandais,6/25/2023,$9.75 ,kloffillps@reddit.com,Kris,965-614-0915,$8.50 ,$0.81 ,$7.86 
Wine - Gewurztraminer Pierre,Had,1/28/2023,$6.02 ,aboltept@sakura.ne.jp,Anjanette,387-831-3759,$9.31 ,$1.77 ,$2.70 
"Beans - Fava, Canned",Aura,12/23/2023,$9.16 ,kpunterpu@scribd.com,Kennith,235-789-4407,$3.43 ,$9.85 ,$9.66 
"Pasta - Spaghetti, Dry",Vera,5/20/2023,$9.63 ,cnonipv@quantcast.com,Chandra,486-346-5933,$9.52 ,$1.62 ,$4.51 
"Lamb - Whole, Fresh",Vergil,12/3/2023,$2.03 ,pworsfoldpw@163.com,Pris,411-191-0845,$1.60 ,$1.61 ,$5.90 
Spice - Peppercorn Melange,Abdel,2/9/2023,$6.42 ,ahalifaxpx@eventbrite.com,Ardyce,177-890-0358,$3.27 ,$7.97 ,$5.59 
Stock - Fish,Tildi,11/3/2023,$9.48 ,ctinceypy@arizona.edu,Caralie,562-934-5019,$3.89 ,$3.44 ,$6.00 
"Mushroom - Chanterelle, Dry",Raina,10/30/2023,$5.14 ,cnassaupz@amazon.co.uk,Carmon,755-644-3349,$3.75 ,$0.18 ,$1.52 
Remy Red,Reiko,1/28/2023,$6.64 ,apartingtonq0@ox.ac.uk,Albina,485-754-3621,$1.61 ,$8.53 ,$2.10 
Bread Base - Goodhearth,Nelly,8/13/2023,$9.48 ,eboristonq1@technorati.com,Evyn,559-810-3226,$6.34 ,$4.65 ,$3.70 
Wine - Periguita Fonseca,Ellary,9/29/2023,$0.45 ,hdalstonq2@deliciousdays.com,Hall,941-726-4533,$8.60 ,$5.70 ,$0.69 
Muffin Mix - Chocolate Chip,Sophronia,2/16/2023,$2.39 ,lhunsworthq3@networksolutions.com,Leone,604-291-1932,$3.00 ,$9.71 ,$7.61 
"Apple - Delicious, Red",Lukas,7/3/2023,$4.05 ,kpeeterq4@joomla.org,Kyle,362-914-3801,$4.83 ,$2.76 ,$5.23 
Lamb - Loin Chops,Malanie,8/10/2023,$3.04 ,hpertonq5@e-recht24.de,Hilario,726-849-7749,$6.63 ,$5.18 ,$0.71 
Scallops - In Shell,Arman,1/18/2023,$9.30 ,wspiveyq6@vinaora.com,Wini,408-838-1073,$8.41 ,$9.58 ,$1.23 
Chips - Doritos,Craggie,5/22/2023,$7.55 ,htruslerq7@vimeo.com,Heinrik,732-795-0365,$6.37 ,$9.29 ,$3.55 
Cocoa Powder - Natural,Kailey,7/12/2023,$2.26 ,cpicardoq8@parallels.com,Claire,399-774-3331,$0.54 ,$9.31 ,$4.07 
"Chicken - White Meat, No Tender",Doris,7/28/2023,$7.79 ,pkrugq9@histats.com,Paco,535-420-2027,$0.88 ,$5.67 ,$7.71 
Beef Wellington,Gabbi,10/4/2023,$1.44 ,hkershawqa@ebay.co.uk,Hilary,607-447-1336,$4.69 ,$1.64 ,$8.70 
"Chestnuts - Whole,canned",Christan,10/15/2023,$2.25 ,ccarbettqb@mozilla.com,Cherrita,708-574-7397,$9.65 ,$2.27 ,$9.34 
Pork - Caul Fat,Hamlin,9/26/2023,$0.36 ,adallewaterqc@myspace.com,Adria,689-815-9891,$9.91 ,$9.17 ,$4.24 
Spinach - Frozen,Wright,2/22/2023,$5.08 ,adavleyqd@addthis.com,Anastasia,518-186-1392,$8.27 ,$6.62 ,$8.89 
Onions - Pearl,Donavon,8/4/2023,$1.07 ,vfrareyqe@intel.com,Verena,548-650-3342,$6.27 ,$9.59 ,$8.68 
Cleaner - Lime Away,Flora,4/22/2023,$0.30 ,bsabbatierqf@wp.com,Bernelle,224-718-4615,$4.64 ,$8.43 ,$1.60 
Swiss Chard,Merna,4/25/2023,$7.26 ,bmouseqg@unc.edu,Booth,686-339-0819,$2.07 ,$6.16 ,$5.12 
"Juice - Orange, Concentrate",Vinny,6/9/2023,$3.91 ,kwhitelockqh@g.co,Kristopher,582-192-1418,$4.77 ,$4.74 ,$4.59 
Sobe - Orange Carrot,Emmit,10/24/2023,$3.46 ,bboswellqi@wunderground.com,Bale,134-392-2749,$9.98 ,$8.21 ,$1.29 
"Yogurt - Banana, 175 Gr",Flint,1/19/2023,$7.22 ,dnonoqj@people.com.cn,Darlene,605-209-8348,$0.13 ,$3.46 ,$4.34 
Gatorade - Lemon Lime,Link,1/24/2023,$3.87 ,yriversqk@tripod.com,Yolanthe,548-584-9482,$3.08 ,$0.74 ,$7.54 
Squash - Pepper,Adele,4/6/2023,$4.60 ,zsafeql@gnu.org,Zabrina,263-303-4517,$1.18 ,$5.56 ,$3.48 
Wine - Magnotta - Belpaese,Yoshiko,7/30/2023,$1.30 ,zcarrierqm@people.com.cn,Zacharie,439-157-5605,$1.87 ,$6.63 ,$0.43 
"Cookies - Oreo, 4 Pack",Leona,8/2/2023,$0.84 ,arigmandqn@ehow.com,Averil,491-598-7309,$4.43 ,$0.73 ,$3.95 
Slt - Individual Portions,Ailis,5/13/2023,$0.51 ,docahillqo@utexas.edu,Dagny,231-699-6656,$9.21 ,$9.72 ,$8.96 
Pork - Sausage Casing,Jacky,8/24/2023,$3.77 ,carndtsenqp@toplist.cz,Claudian,858-320-7447,$0.50 ,$4.34 ,$2.02 
Filling - Mince Meat,Hurleigh,9/19/2023,$9.96 ,dwilcinskisqq@artisteer.com,Dotty,680-367-6548,$1.92 ,$2.65 ,$7.30 
"Pork - Bacon,back Peameal",Maison,7/30/2023,$5.50 ,ckitchingqr@nydailynews.com,Ceciley,983-350-8732,$1.43 ,$9.92 ,$5.65 
Wine - Cousino Macul Antiguas,Christie,11/14/2023,$6.11 ,gfloatqs@miitbeian.gov.cn,Grant,228-261-8362,$9.79 ,$4.42 ,$1.39 
"Pepper - Red, Finger Hot",Gallagher,12/18/2023,$7.15 ,rbrackpoolqt@blog.com,Rosalyn,929-249-8080,$7.76 ,$6.22 ,$7.06 
Ecolab - Lime - A - Way 4/4 L,Abbe,7/31/2023,$6.36 ,dallotqu@networkadvertising.org,Dougie,608-614-8465,$5.50 ,$6.05 ,$4.55 
Energy - Boo - Koo,Irita,11/8/2023,$2.92 ,astrobandqv@scribd.com,Auroora,232-432-6847,$7.52 ,$7.51 ,$6.66 
"Coconut - Shredded, Unsweet",Leopold,4/24/2023,$1.91 ,amacquarrieqw@fema.gov,Allx,209-225-4505,$2.92 ,$0.83 ,$7.75 
Longos - Grilled Veg Sandwiches,Kain,2/17/2023,$7.08 ,cbirwhistleqx@mozilla.org,Catharine,295-974-9069,$4.31 ,$9.52 ,$3.64 
Mushroom - White Button,Rhiamon,12/4/2023,$6.22 ,pbannesterqy@devhub.com,Pearline,102-366-2674,$6.70 ,$9.89 ,$2.33 
Basil - Fresh,Raychel,7/9/2023,$9.34 ,lmatessianqz@ucoz.com,Lynnet,501-408-0364,$5.15 ,$8.94 ,$9.75 
Garlic Powder,Pippo,9/30/2023,$9.94 ,mvettorer0@w3.org,Mitchel,911-920-2909,$9.44 ,$6.72 ,$0.25 
Salmon - Fillets,Hettie,5/22/2023,$8.80 ,bkemmonsr1@washington.edu,Britni,487-447-4434,$1.66 ,$2.14 ,$5.46 
Cheese - Brie Roitelet,Joelly,10/10/2023,$2.14 ,zhelixr2@sitemeter.com,Zachary,543-442-7122,$9.83 ,$2.86 ,$9.05 
Table Cloth 120 Round White,Tam,3/24/2023,$9.42 ,moliffr3@webnode.com,Mel,426-613-7948,$4.42 ,$2.88 ,$9.68 
Scallops - In Shell,Kristin,11/24/2023,$8.15 ,sconnr4@admin.ch,Sallyann,538-782-5819,$4.50 ,$7.80 ,$0.28 
"Nut - Cashews, Whole, Raw",Jeth,9/9/2023,$9.84 ,sprimakr5@tuttocitta.it,Sosanna,749-603-3929,$6.42 ,$6.79 ,$9.77 
Quail - Jumbo Boneless,Atlante,1/2/2023,$7.28 ,hliebermannr6@dot.gov,Halli,666-882-0826,$2.68 ,$3.37 ,$9.26 
Wine - Magnotta - Cab Franc,Nels,10/23/2023,$4.57 ,cparkissonr7@is.gd,Cammie,927-826-5812,$1.16 ,$4.37 ,$0.09 
"Lid - High Heat, Super Clear",Joye,5/16/2023,$8.52 ,tschneidaur8@miibeian.gov.cn,Timothy,622-866-6234,$2.66 ,$7.80 ,$2.59 
Puff Pastry - Slab,Jane,11/2/2023,$1.31 ,krennerr9@fc2.com,Kathi,897-694-5898,$3.29 ,$4.66 ,$0.53 
Salt - Table,Delphine,4/20/2023,$3.70 ,cwarltonra@umn.edu,Carney,170-390-9710,$4.20 ,$5.01 ,$4.77 
Salt - Sea,Aube,7/5/2023,$9.81 ,agulliventrb@flickr.com,Alica,339-808-7191,$8.64 ,$7.06 ,$2.80 
Lettuce - Arugula,Ros,2/22/2023,$2.16 ,lspryrc@redcross.org,Layney,924-674-6482,$1.36 ,$4.04 ,$6.01 
Pork - Sausage Casing,Napoleon,1/7/2023,$5.02 ,ftraslerrd@over-blog.com,Filberto,299-205-9912,$6.24 ,$4.42 ,$2.59 
Table Cloth 72x144 White,Hedwiga,8/28/2023,$0.27 ,jbatropre@tripod.com,Jodi,681-618-2052,$9.67 ,$6.79 ,$6.46 
Mahi Mahi,Nicki,2/7/2023,$4.36 ,pleveerf@last.fm,Phaidra,303-989-3433,$4.53 ,$7.73 ,$7.60 
Wine - Ej Gallo Sierra Valley,Holt,12/4/2023,$0.29 ,rtournerg@slideshare.net,Rhea,396-994-9023,$7.33 ,$5.14 ,$8.94 
Beans - Fava Fresh,Xenos,10/19/2023,$3.14 ,mkornilyevrh@tripadvisor.com,Marcella,329-732-4672,$5.89 ,$4.32 ,$4.24 
"Zucchini - Mini, Green",Fredericka,9/6/2023,$3.68 ,mayreeri@51.la,Mozelle,234-771-2826,$6.95 ,$0.92 ,$9.14 
Spinach - Packaged,Nikolaos,1/9/2023,$3.51 ,bfieldsrj@comcast.net,Bertie,178-620-8493,$3.42 ,$6.05 ,$4.15 
"Ranchero - Primerba, Paste",Beatriz,11/13/2023,$6.53 ,aarnaudinrk@issuu.com,Ailyn,841-982-0419,$7.20 ,$1.62 ,$7.82 
Wine - Pinot Noir Pond Haddock,Norrie,12/15/2023,$2.63 ,ddehoogerl@tiny.cc,Dehlia,213-486-5362,$7.95 ,$3.00 ,$4.73 
Tilapia - Fillets,Jolene,6/2/2023,$1.76 ,aleyrerm@elpais.com,Avis,357-368-7834,$1.98 ,$1.36 ,$5.53 
Garlic - Elephant,Benjamen,12/7/2023,$4.47 ,vrumensrn@sogou.com,Vi,680-177-2863,$6.88 ,$9.92 ,$3.48 
Sauce - Demi Glace,Mohandas,4/6/2023,$7.23 ,mticicro@geocities.jp,Mord,906-727-0571,$6.64 ,$0.34 ,$4.21 
Sauce - Vodka Blush,Cornell,10/19/2023,$5.20 ,sdiggellrp@ibm.com,Silas,660-116-7754,$6.16 ,$8.40 ,$8.22 
Long Island Ice Tea,Francesco,5/24/2023,$4.31 ,ccoklyrq@deliciousdays.com,Cloe,570-264-8960,$6.56 ,$1.90 ,$2.10 
Vinegar - Champagne,Kitty,2/10/2023,$3.11 ,rbartlesrr@github.com,Rhona,282-786-7015,$1.27 ,$1.85 ,$5.70 
